dataset,variant,metric,mean,sample_sd,seed_ids_json,seed_values_json
nslkdd,smotenc_tomek_residual_weight,threshold_false_alerts_per_10000_benign,390.7939450108,20.8863391022,"[42, 123, 456, 789, 1001, 2024, 31415, 65537, 77777, 99991]","[411.9040263618577, 384.1005045824323, 383.07074451652767, 386.16002471424156, 425.2909072186181, 359.3862630007208, 378.95170425290905, 378.95170425290905, 381.01122438471833, 419.1123468231902]"
cicids2017,raw,accuracy,0.6793402963,0.0321872406,"[42, 123, 456]","[0.7003917553626403, 0.6953408840446786, 0.6422882494720901]"
cicids2017,raw,balanced_accuracy,0.6097921638,0.0391727774,"[42, 123, 456]","[0.6354153405208272, 0.6292620887395746, 0.5646990620917521]"
cicids2017,raw,macro_precision,0.8234142547,0.0115245234,"[42, 123, 456]","[0.8309575470822412, 0.8291367484335285, 0.8101484685084676]"
cicids2017,raw,macro_recall,0.6097921638,0.0391727774,"[42, 123, 456]","[0.6354153405208272, 0.6292620887395746, 0.5646990620917521]"
cicids2017,raw,macro_f1,0.5709298125,0.0631236573,"[42, 123, 456]","[0.6118093566712861, 0.6027513384335745, 0.4982287424834941]"
cicids2017,raw,weighted_f1,0.6093316555,0.0548428033,"[42, 123, 456]","[0.6448755095913191, 0.6369492525932292, 0.54617020431821]"
cicids2017,raw,mcc,0.3730796003,0.0779314621,"[42, 123, 456]","[0.423399239187221, 0.41252831943259266, 0.2833112424291783]"
cicids2017,raw,log_loss,3.7490662657,0.1289140833,"[42, 123, 456]","[3.8269591443705835, 3.81997593899367, 3.6002637137898907]"
cicids2017,raw,macro_pr_auc_ovr,0.6597124474,0.0151863134,"[42, 123, 456]","[0.6553470752198696, 0.6471869126452646, 0.6766033542273383]"
cicids2017,raw,attack_pr_auc,0.6840507673,0.0121841458,"[42, 123, 456]","[0.6866093235230537, 0.6707905146273787, 0.6947524637530289]"
cicids2017,raw,default_attack_recall,0.2197621281,0.0783480827,"[42, 123, 456]","[0.2710237675782129, 0.25868830103522394, 0.12957431564811386]"
cicids2017,raw,false_alerts_per_10000_benign,1.7780051908,0.1454837970,"[42, 123, 456]","[1.9308653655852213, 1.641235560747438, 1.7619146460965143]"
cicids2017,raw,attack_recall_at_validation_1pct_fpr,0.3089012182,0.0067147830,"[42, 123, 456]","[0.3146547696098961, 0.30152324321705093, 0.3105256417799898]"
cicids2017,raw,attack_precision_at_validation_1pct_fpr,0.8739637545,0.0094860639,"[42, 123, 456]","[0.8770706105949659, 0.8633138440194232, 0.8815068089370984]"
cicids2017,raw,test_fpr_at_validation_1pct_fpr,0.0310507287,0.0021071121,"[42, 123, 456]","[0.03075385811035861, 0.033290532484396194, 0.02910779538619721]"
cicids2017,raw,threshold_false_alerts_per_10000_benign,310.5072866032,21.0711212344,"[42, 123, 456]","[307.5385811035861, 332.9053248439619, 291.0779538619721]"
cicids2017,raw_weight,accuracy,0.6935506118,0.0029277440,"[42, 123, 456]","[0.6952968026790094, 0.6901705664455489, 0.69518446629553]"
cicids2017,raw_weight,balanced_accuracy,0.6270962273,0.0035647852,"[42, 123, 456]","[0.6292236306750414, 0.6229807540507162, 0.6290842971784656]"
cicids2017,raw_weight,macro_precision,0.8283113410,0.0010702318,"[42, 123, 456]","[0.8289342423502608, 0.8270755572563226, 0.8289242232702658]"
cicids2017,raw_weight,macro_recall,0.6270962273,0.0035647852,"[42, 123, 456]","[0.6292236306750414, 0.6229807540507162, 0.6290842971784656]"
cicids2017,raw_weight,macro_f1,0.5995319556,0.0053291764,"[42, 123, 456]","[0.6027130633495108, 0.5933795450273097, 0.6025032583030401]"
cicids2017,raw_weight,weighted_f1,0.6341317099,0.0046574380,"[42, 123, 456]","[0.6369115526191119, 0.6287547990874884, 0.6367287778526248]"
cicids2017,raw_weight,mcc,0.4085232909,0.0064138167,"[42, 123, 456]","[0.41234003952972914, 0.4011184297084379, 0.4121114033162146]"
cicids2017,raw_weight,log_loss,3.8007216314,0.1094366643,"[42, 123, 456]","[3.898434802383159, 3.8212587464084335, 3.6824713454400966]"
cicids2017,raw_weight,macro_pr_auc_ovr,0.6403726527,0.0182521491,"[42, 123, 456]","[0.6212067669233384, 0.6575478655077809, 0.6423633256896121]"
cicids2017,raw_weight,attack_pr_auc,0.6773416056,0.0138306900,"[42, 123, 456]","[0.6622574382548709, 0.6894266956800441, 0.6803406827361211]"
cicids2017,raw_weight,default_attack_recall,0.2544161132,0.0071373534,"[42, 123, 456]","[0.25868137877565994, 0.2461763168733538, 0.25839064387397337]"
cicids2017,raw_weight,false_alerts_per_10000_benign,2.2365857151,0.0975437434,"[42, 123, 456]","[2.3411742557720805, 2.1480877192135583, 2.2204951704230043]"
cicids2017,raw_weight,attack_recall_at_validation_1pct_fpr,0.3716065065,0.0282383104,"[42, 123, 456]","[0.3787410486531013, 0.34048518117283844, 0.3955932895615787]"
cicids2017,raw_weight,attack_precision_at_validation_1pct_fpr,0.8985896057,0.0203254028,"[42, 123, 456]","[0.9013533438218166, 0.877023750089152, 0.9173917231194015]"
cicids2017,raw_weight,test_fpr_at_validation_1pct_fpr,0.0290128612,0.0042272127,"[42, 123, 456]","[0.02890505452281076, 0.033292946066103175, 0.02484058292825387]"
cicids2017,raw_weight,threshold_false_alerts_per_10000_benign,290.1286117239,42.2721271748,"[42, 123, 456]","[289.0505452281076, 332.9294606610318, 248.4058292825387]"
cicids2017,random_over,accuracy,0.6972250069,0.0109579898,"[42, 123, 456]","[0.7036409786063178, 0.684572233005567, 0.7034618091845658]"
cicids2017,random_over,balanced_accuracy,0.6315636422,0.0133374988,"[42, 123, 456]","[0.6393717763928932, 0.6161633298825818, 0.6391558203127783]"
cicids2017,random_over,macro_precision,0.8297685601,0.0040712839,"[42, 123, 456]","[0.8321648900123111, 0.8250677454929801, 0.8320730448341331]"
cicids2017,random_over,macro_recall,0.6315636422,0.0133374988,"[42, 123, 456]","[0.6393717763928932, 0.6161633298825818, 0.6391558203127783]"
cicids2017,random_over,macro_f1,0.6059395445,0.0198552858,"[42, 123, 456]","[0.617557583782472, 0.5830133332417524, 0.6172477163573642]"
cicids2017,random_over,weighted_f1,0.6397532242,0.0173598740,"[42, 123, 456]","[0.6499117445871484, 0.6197083844475456, 0.6496395435469132]"
cicids2017,random_over,mcc,0.4162986716,0.0239508460,"[42, 123, 456]","[0.4303227197179615, 0.38864354750278923, 0.4299297475525778]"
cicids2017,random_over,log_loss,3.9115847734,0.2843891744,"[42, 123, 456]","[3.927318399622589, 4.1877805277797036, 3.61965539270335]"
cicids2017,random_over,macro_pr_auc_ovr,0.6032695556,0.0220861989,"[42, 123, 456]","[0.606627112180528, 0.579696821671173, 0.6234847328285666]"
cicids2017,random_over,attack_pr_auc,0.6427501015,0.0118331903,"[42, 123, 456]","[0.6474491085775694, 0.6292891673209143, 0.651512028619388]"
cicids2017,random_over,default_attack_recall,0.2633308298,0.0266819261,"[42, 123, 456]","[0.27894629364917295, 0.23252215988342914, 0.278524035815771]"
cicids2017,random_over,false_alerts_per_10000_benign,2.0354539062,0.0847622039,"[42, 123, 456]","[2.027408633864482, 1.9550011826550364, 2.123951902143743]"
cicids2017,random_over,attack_recall_at_validation_1pct_fpr,0.3049093819,0.0046388906,"[42, 123, 456]","[0.3098437992129391, 0.30063719399286315, 0.3042471523554719]"
cicids2017,random_over,attack_precision_at_validation_1pct_fpr,0.9148284397,0.0388936627,"[42, 123, 456]","[0.9239732884700734, 0.872177204767499, 0.9483348257149946]"
cicids2017,random_over,test_fpr_at_validation_1pct_fpr,0.0200206603,0.0097778812,"[42, 123, 456]","[0.017778442853625925, 0.03072489512987483, 0.01155864279473453]"
cicids2017,random_over,threshold_false_alerts_per_10000_benign,200.2066025941,97.7788122830,"[42, 123, 456]","[177.78442853625924, 307.2489512987483, 115.5864279473453]"
cicids2017,smotenc,accuracy,0.7042396320,0.0005735480,"[42, 123, 456]","[0.7044344431883626, 0.7035940532815733, 0.7046903995051511]"
cicids2017,smotenc,balanced_accuracy,0.6401202476,0.0006998998,"[42, 123, 456]","[0.6403578587895291, 0.6393324760687655, 0.6406704080179827]"
cicids2017,smotenc,macro_precision,0.8321694270,0.0001983481,"[42, 123, 456]","[0.8322380080607639, 0.831945889346458, 0.8323243834750749]"
cicids2017,smotenc,macro_recall,0.6401202476,0.0006998998,"[42, 123, 456]","[0.6403578587895291, 0.6393324760687655, 0.6406704080179827]"
cicids2017,smotenc,macro_f1,0.6186592915,0.0010118638,"[42, 123, 456]","[0.6190030403861944, 0.6175203358731907, 0.6194544980957384]"
cicids2017,smotenc,weighted_f1,0.6508722631,0.0008866448,"[42, 123, 456]","[0.651173476171488, 0.649874253451235, 0.6515690595481545]"
cicids2017,smotenc,mcc,0.4314789086,0.0012069144,"[42, 123, 456]","[0.43188987216607494, 0.430120181732922, 0.4324266717850013]"
cicids2017,smotenc,log_loss,3.6668137894,0.1387176502,"[42, 123, 456]","[3.744182971369687, 3.7495915124414076, 3.506666884323097]"
cicids2017,smotenc,macro_pr_auc_ovr,0.6181125454,0.0267781472,"[42, 123, 456]","[0.6025072831381915, 0.602797520647429, 0.6490328323722117]"
cicids2017,smotenc,attack_pr_auc,0.6724777092,0.0118271062,"[42, 123, 456]","[0.666703134099683, 0.6646472006421091, 0.68608279287567]"
cicids2017,smotenc,default_attack_recall,0.2805349522,0.0014084885,"[42, 123, 456]","[0.2810125881290171, 0.27894975477895495, 0.2816425137493381]"
cicids2017,smotenc,false_alerts_per_10000_benign,2.9445696825,0.0870229260,"[42, 123, 456]","[2.9687054995872777, 2.848026414238201, 3.016977133726908]"
cicids2017,smotenc,attack_recall_at_validation_1pct_fpr,0.4353385966,0.0112889672,"[42, 123, 456]","[0.42501981496800184, 0.4335999556975388, 0.44739601900852477]"
cicids2017,smotenc,attack_precision_at_validation_1pct_fpr,0.9517499487,0.0115187394,"[42, 123, 456]","[0.9554034077647242, 0.9388475460329594, 0.960998892267432]"
cicids2017,smotenc,test_fpr_at_validation_1pct_fpr,0.0153970422,0.0037679167,"[42, 123, 456]","[0.013834650344418109, 0.019694826728969255, 0.012661649634825087]"
cicids2017,smotenc,threshold_false_alerts_per_10000_benign,153.9704223607,37.6791670910,"[42, 123, 456]","[138.3465034441811, 196.94826728969255, 126.61649634825088]"
cicids2017,smotenc_tomek,accuracy,0.7042026605,0.0004955736,"[42, 123, 456]","[0.7045112300833991, 0.7036310247495539, 0.7044657267381922]"
cicids2017,smotenc_tomek,balanced_accuracy,0.6400749038,0.0006072782,"[42, 123, 456]","[0.6404513092936427, 0.6393743281117064, 0.640399073861356]"
cicids2017,smotenc_tomek,macro_precision,0.8321592438,0.0001442420,"[42, 123, 456]","[0.8322674251925894, 0.8319954792155024, 0.8322148269051752]"
cicids2017,smotenc_tomek,macro_recall,0.6400749038,0.0006072782,"[42, 123, 456]","[0.6404513092936427, 0.6393743281117064, 0.640399073861356]"
cicids2017,smotenc_tomek,macro_f1,0.6185936449,0.0008808584,"[42, 123, 456]","[0.6191377218409287, 0.6175773640175339, 0.6190658488100891]"
cicids2017,smotenc_tomek,weighted_f1,0.6508147893,0.0007711551,"[42, 123, 456]","[0.6512915706011104, 0.6499251000511512, 0.6512276971595284]"
cicids2017,smotenc_tomek,mcc,0.4314026223,0.0010284551,"[42, 123, 456]","[0.43205275096416956, 0.43021690739339663, 0.4319382086386769]"
cicids2017,smotenc_tomek,log_loss,3.6734555997,0.2134370742,"[42, 123, 456]","[3.6667692670138208, 3.8901572774674467, 3.4634402547043703]"
cicids2017,smotenc_tomek,macro_pr_auc_ovr,0.6305434950,0.0324298106,"[42, 123, 456]","[0.611477938680739, 0.6121644291707321, 0.6679881172193762]"
cicids2017,smotenc_tomek,attack_pr_auc,0.6747661309,0.0067451485,"[42, 123, 456]","[0.6671233168766996, 0.6772884710804115, 0.6798866046607634]"
cicids2017,smotenc_tomek,default_attack_recall,0.2804426554,0.0012337621,"[42, 123, 456]","[0.2811994891372442, 0.27901897737459463, 0.2811094997629126]"
cicids2017,smotenc_tomek,false_alerts_per_10000_benign,2.9284791378,0.2080912456,"[42, 123, 456]","[2.9687054995872777, 2.7032115118193096, 3.113520402006169]"
cicids2017,smotenc_tomek,attack_recall_at_validation_1pct_fpr,0.4302334301,0.0122046397,"[42, 123, 456]","[0.42752567293015786, 0.4435645483398691, 0.41961006911876175]"
cicids2017,smotenc_tomek,attack_precision_at_validation_1pct_fpr,0.9488128920,0.0195986917,"[42, 123, 456]","[0.9606402090478524, 0.9261901148378611, 0.9596083521980718]"
cicids2017,smotenc_tomek,test_fpr_at_validation_1pct_fpr,0.0163938515,0.0071501360,"[42, 123, 456]","[0.012215137019033505, 0.02464990997340233, 0.01231650745072673]"
cicids2017,smotenc_tomek,threshold_false_alerts_per_10000_benign,163.9385148105,71.5013603807,"[42, 123, 456]","[122.15137019033506, 246.4990997340233, 123.16507450726729]"
cicids2017,smotenc_tomek_weight,accuracy,0.7052933188,0.0006539668,"[42, 123, 456]","[0.705432672823838, 0.705866376582841, 0.704580907080747]"
cicids2017,smotenc_tomek_weight,balanced_accuracy,0.6414207537,0.0007971945,"[42, 123, 456]","[0.6415920949823929, 0.6421183459520329, 0.6405518201944264]"
cicids2017,smotenc_tomek_weight,macro_precision,0.8323717796,0.0002379239,"[42, 123, 456]","[0.8324060170489475, 0.8325907299047305, 0.8321185917033915]"
cicids2017,smotenc_tomek_weight,macro_recall,0.6414207537,0.0007971945,"[42, 123, 456]","[0.6415920949823929, 0.6421183459520329, 0.6405518201944264]"
cicids2017,smotenc_tomek_weight,macro_f1,0.6205511761,0.0011476311,"[42, 123, 456]","[0.6208000283433515, 0.6215539640106915, 0.619299535800477]"
cicids2017,smotenc_tomek_weight,weighted_f1,0.6525263903,0.0010061507,"[42, 123, 456]","[0.6527441185730961, 0.6534058504580619, 0.6514292017926794]"
cicids2017,smotenc_tomek_weight,mcc,0.4336084756,0.0013774818,"[42, 123, 456]","[0.43389429283507974, 0.4348206269856093, 0.432110507089662]"
cicids2017,smotenc_tomek_weight,log_loss,3.7402275751,0.1698644424,"[42, 123, 456]","[3.8133372312956864, 3.546049263931388, 3.8612962300265643]"
cicids2017,smotenc_tomek_weight,macro_pr_auc_ovr,0.6259183694,0.0354488364,"[42, 123, 456]","[0.5899014001770246, 0.6607703527997948, 0.6270833552216644]"
cicids2017,smotenc_tomek_weight,attack_pr_auc,0.6815888423,0.0052403801,"[42, 123, 456]","[0.6755447355154163, 0.6848622202389263, 0.6843595710418782]"
cicids2017,smotenc_tomek_weight,default_attack_recall,0.2832196352,0.0016004398,"[42, 123, 456]","[0.28357036303790284, 0.2846156242320618, 0.28147291839002087]"
cicids2017,smotenc_tomek_weight,false_alerts_per_10000_benign,3.7812780076,0.0847622039,"[42, 123, 456]","[3.8617307311704425, 3.7893232799609966, 3.6927800116817355]"
cicids2017,smotenc_tomek_weight,attack_recall_at_validation_1pct_fpr,0.4488935345,0.0068562398,"[42, 123, 456]","[0.446094634210499, 0.4567064581220602, 0.4438795111500296]"
cicids2017,smotenc_tomek_weight,attack_precision_at_validation_1pct_fpr,0.9305739254,0.0122379361,"[42, 123, 456]","[0.9447046492366105, 0.9234133676704199, 0.9236037593172735]"
cicids2017,smotenc_tomek_weight,test_fpr_at_validation_1pct_fpr,0.0234085244,0.0045219504,"[42, 123, 456]","[0.018208060397468636, 0.026414238201205826, 0.025603274747660033]"
cicids2017,smotenc_tomek_weight,threshold_false_alerts_per_10000_benign,234.0852444878,45.2195037483,"[42, 123, 456]","[182.08060397468637, 264.14238201205825, 256.0327474766003]"
cicids2017,smotenc_tomek_residual_weight,accuracy,0.7046543760,0.0001030355,"[42, 123, 456]","[0.7045354037355402, 0.7047131511777546, 0.7047145731572922]"
cicids2017,smotenc_tomek_residual_weight,balanced_accuracy,0.6406274400,0.0001216175,"[42, 123, 456]","[0.6404870141852397, 0.640696525734126, 0.6406987800730546]"
cicids2017,smotenc_tomek_residual_weight,macro_precision,0.8323008035,0.0000817879,"[42, 123, 456]","[0.832206412560423, 0.8323506506904337, 0.8323453471654544]"
cicids2017,smotenc_tomek_residual_weight,macro_recall,0.6406274400,0.0001216175,"[42, 123, 456]","[0.6404870141852397, 0.640696525734126, 0.6406987800730546]"
cicids2017,smotenc_tomek_residual_weight,macro_f1,0.6193935398,0.0001711070,"[42, 123, 456]","[0.619195974655387, 0.6194904162644329, 0.6194942284368996]"
cicids2017,smotenc_tomek_residual_weight,weighted_f1,0.6515153704,0.0001510639,"[42, 123, 456]","[0.6513409466667598, 0.6516009817316176, 0.6516041827580984]"
cicids2017,smotenc_tomek_residual_weight,mcc,0.4323452709,0.0002401323,"[42, 123, 456]","[0.4320679899914073, 0.4324839043368904, 0.43248391835597877]"
cicids2017,smotenc_tomek_residual_weight,log_loss,3.9278906696,0.0327787344,"[42, 123, 456]","[3.9330144547222363, 3.892851776701314, 3.957805777323516]"
cicids2017,smotenc_tomek_residual_weight,macro_pr_auc_ovr,0.5978999628,0.0011663421,"[42, 123, 456]","[0.5965748483576092, 0.5983541751059533, 0.5987708650265173]"
cicids2017,smotenc_tomek_residual_weight,attack_pr_auc,0.6704979870,0.0054393772,"[42, 123, 456]","[0.6766350396916232, 0.6662721955396315, 0.6685867257731908]"
cicids2017,smotenc_tomek_residual_weight,default_attack_recall,0.2815606003,0.0002258326,"[42, 123, 456]","[0.2812998619009217, 0.28168750843650386, 0.2816944306960678]"
cicids2017,smotenc_tomek_residual_weight,false_alerts_per_10000_benign,3.0572034955,0.1746028002,"[42, 123, 456]","[3.258335304425061, 2.944569682517462, 2.9687054995872777]"
cicids2017,smotenc_tomek_residual_weight,attack_recall_at_validation_1pct_fpr,0.4320897494,0.0161853654,"[42, 123, 456]","[0.43349958293386126, 0.44752408081045814, 0.41524558446368065]"
cicids2017,smotenc_tomek_residual_weight,attack_precision_at_validation_1pct_fpr,0.9448586832,0.0154272595,"[42, 123, 456]","[0.9519495325682147, 0.927160865636966, 0.9554656515298727]"
cicids2017,smotenc_tomek_residual_weight,test_fpr_at_validation_1pct_fpr,0.0177575251,0.0059199336,"[42, 123, 456]","[0.01525866355153721, 0.024517162979518347, 0.013496748905440696]"
cicids2017,smotenc_tomek_residual_weight,threshold_false_alerts_per_10000_benign,177.5752514550,59.1993357567,"[42, 123, 456]","[152.5866355153721, 245.17162979518346, 134.96748905440697]"
